Year,ESD,District,School,K-12 Total Enrollment,Do teacher librarians have a role in supporting technology integration in your building?,"Number of Classrooms (including portables used as classrooms, labs, and library)",Number of classrooms with wired or wireless  Internet access,Does this building have a Wide-Area Network (WAN) link to your district office ?,Less than 10 MB,10-99 MB,100-999 MB,1 GB or higher,Does your building provide wireless access to the Internet?,One classroom or meeting room only?,"More than one classroom or meeting room, but not building-wide?",Central areas throughout building (but not one WAP/classroom)?,The entire building?,Number of assistive/adaptive technology devices for dedicated use by students with an IEP or 504 :,Number of Students with School-(or District) Provided E-mail Accounts,"Do you have one or more grades in your school that have a one-to-one initiative (e.g., laptops, tablets, netbooks)?","If yes, please describe:","If yes, are students allowed to take devices home?", List other district-owned wireless handheld devices that you make available for instructional use:,Number of Instructional Laptops,Number of Instructional Desktops,Number of Instructional Netbooks,Number of Instructional Tablets,Number of Instructional Thin Clients,Number of Windows XP OS,Number of Windows 7 OS,Number of Windows8/8.1 OS,Number of Windows 10 OS,Number of Other Windows OS,Number of Linux OS,Number of Mac OS X 10.4 or lower,Number of Mac OS X 10.5 or higher,Number of iOS,Number of Android,Number of Google Chrome,Devices with screen resolution less than 1024 x 768,Devices with screen resolution 1024 x 768 or higher,Devices with screen size less than 9.5 inch,Devices with screen size 10 inch or larger,Devices with RAM less than 1 GB,Devices with RAM 1 GB or higher,Number of multimedia projectors:,"Number of digital media receivers (e.g., Apple TV):",Number of flat panel displays used for displaying teacher lessons (32 inches or larger):,Number of document cameras:,"Number of whole classroom interactive devices (i.e., SMARTBoards, Promethean, Hitachi, etc.)","Number of mobile and wireless interactive slates or tablets (for example, Mobi, Airliners, iPad):","Number of student response systems (number of sets, not individual responder units):",Number of learning environments that provide a classroom amplification system,DistrictWANspeed,SchoolWirelessScope
2015,121,Tacoma School District,Lyon,335,1,21,21,1,0,0,0,1,1,0,0,0,1,6,379,0,,0,,112,26,0,3,0,0,138,0,,0,0,0,0,3,0,0,0,141,0,141,0,141,21,0,0,21,3,0,0,21,,
2015,121,Tacoma School District,Madison Headstart,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,48,0,0,0,0,,0,0,0,0,48,0,0,0,48,0,48,0,48,7,0,0,1,0,0,0,0,,
2015,121,Tacoma School District,Manitou Park,619,1,30,30,1,0,0,0,1,1,0,0,0,1,0,656,0,,0,,140,123,0,29,0,0,263,0,,0,0,0,0,29,0,0,0,292,0,292,0,292,30,0,0,30,2,4,0,30,,
2015,121,Tacoma School District,Mann,471,1,31,31,1,0,0,0,1,1,0,0,0,1,1,149,0,,0,,140,126,0,27,0,0,266,0,,0,0,0,0,27,0,0,0,293,0,293,0,293,31,0,0,31,8,0,1,31,,
2015,121,Tacoma School District,Mason,826,1,39,39,1,0,0,0,1,1,0,0,0,1,2,828,0,,0,,224,193,0,4,0,0,417,0,,0,0,0,0,4,0,0,0,421,0,421,0,421,39,0,0,39,1,0,0,0,,
2015,121,Tacoma School District,McCarver,418,1,27,27,1,0,0,0,1,1,0,0,0,1,1,501,0,,0,,112,85,0,3,0,0,197,0,,0,0,0,0,3,0,0,0,200,0,200,0,200,27,0,0,27,10,0,0,27,,
2015,121,Tacoma School District,Meeker,655,1,35,35,1,0,0,0,1,1,0,0,0,1,2,662,1,ASUS Tablets,0,,140,270,142,0,0,0,410,140,,0,0,0,0,2,0,0,0,552,0,552,0,552,35,0,0,35,2,1,0,0,,
2015,121,Tacoma School District,Mt Tahoma,1530,1,61,61,1,0,0,0,1,1,0,0,0,1,5,1534,0,,0,,116,537,0,15,0,0,653,0,,0,0,0,0,15,0,0,0,668,0,668,0,668,61,0,0,61,32,2,0,0,,
2015,121,Tacoma School District,Northeast Tacoma,366,1,30,30,1,0,0,0,1,1,0,0,0,1,2,427,0,,0,,114,124,0,2,0,0,238,0,,0,0,0,0,2,0,0,0,240,0,240,0,240,30,0,0,30,0,1,0,30,,
2015,121,Tacoma School District,Oakland High School,234,1,12,12,1,0,0,0,1,1,0,0,0,1,0,245,0,,0,,60,27,0,0,0,87,0,0,,0,0,0,0,0,0,0,0,87,0,87,0,87,19,0,0,20,3,0,0,0,,
2015,121,Tacoma School District,Point Defiance,426,1,27,27,1,0,0,0,1,1,0,0,0,1,4,447,0,,0,,112,115,0,0,0,0,227,0,,0,0,0,0,0,0,0,0,227,0,227,0,227,27,0,0,27,8,1,1,27,,
2015,121,Tacoma School District,Reed,458,1,31,31,1,0,0,0,1,1,0,0,0,1,5,488,0,,0,,112,97,0,12,0,0,209,0,,0,0,0,0,12,0,0,0,221,0,221,0,221,31,0,0,31,17,0,0,31,,
2015,121,Tacoma School District,Remann Hall Juvenile Detention Center,33,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,28,52,0,0,0,0,80,0,,0,0,0,0,0,0,0,0,80,0,80,0,80,3,0,4,3,0,0,0,0,,
2015,121,Tacoma School District,Roosevelt,245,1,23,23,1,0,0,0,1,1,0,0,0,1,2,327,0,,0,,112,64,0,70,0,0,176,56,,0,0,0,0,14,0,0,0,246,0,246,0,246,23,0,0,23,1,0,1,23,,
2015,121,Tacoma School District,Science and Math Institute,460,1,11,11,1,0,0,0,1,1,0,0,0,1,0,403,0,,0,,232,37,0,0,0,0,269,0,,0,0,0,0,0,0,0,0,269,0,269,0,269,12,0,0,0,12,0,0,0,,
2015,121,Tacoma School District,Sheridan,602,1,31,31,1,0,0,0,1,1,0,0,0,1,3,672,0,,0,,140,127,0,4,0,0,267,0,,0,0,0,0,4,0,0,0,271,0,271,0,271,31,0,0,31,2,0,3,31,,
2015,121,Tacoma School District,Sherman,407,1,21,21,1,0,0,0,1,1,0,0,0,1,1,405,0,,0,,112,97,0,10,0,0,209,0,,0,0,0,0,10,0,0,0,219,0,219,0,219,21,0,0,21,4,0,1,21,,
2015,121,Tacoma School District,Skyline,375,1,29,29,1,0,0,0,1,1,0,0,0,1,11,397,0,,0,,84,120,0,2,0,0,204,0,,0,0,0,0,2,0,0,0,206,0,206,0,206,29,0,0,29,1,0,0,29,,
2015,121,Tacoma School District,Stadium,1678,1,77,77,1,0,0,0,1,1,0,0,0,1,2,1676,0,,0,,211,468,0,2,0,0,679,0,,0,0,0,0,2,0,0,0,681,0,681,0,681,77,0,0,77,13,0,1,95,,
2015,121,Tacoma School District,Stanley,285,1,21,21,1,0,0,0,1,1,0,0,0,1,6,346,0,,0,,84,96,0,45,0,0,180,0,,0,0,0,0,45,0,0,0,225,0,225,0,225,21,0,0,21,0,0,0,0,,
2015,121,Tacoma School District,Stewart,407,1,45,45,1,0,0,0,1,1,0,0,0,1,0,409,0,,0,,351,95,0,33,0,0,446,0,,0,0,0,0,33,0,0,0,479,0,479,0,479,45,0,0,45,46,0,1,0,,
2015,121,Tacoma School District,Tacoma School of the Arts,519,1,22,11,1,0,0,0,1,1,0,0,0,1,0,515,0,,0,,30,131,0,1,0,0,16,0,,0,0,0,145,1,0,0,162,0,0,162,0,162,26,0,0,26,6,0,0,0,,
2015,121,Tacoma School District,Truman,757,1,39,39,1,0,0,0,1,1,0,0,0,1,6,758,0,,0,,224,164,0,3,0,0,388,0,,0,0,0,0,3,0,0,0,391,0,391,0,391,39,0,0,39,0,0,0,0,,
2015,121,Tacoma School District,Washington,439,1,21,21,1,0,0,0,1,1,0,0,0,1,1,439,0,,0,,252,6,0,4,0,0,258,0,,0,0,0,0,4,0,0,0,262,0,262,0,262,21,0,0,21,1,0,0,0,,
2015,121,Tacoma School District,Whitman,424,1,27,27,1,0,0,0,1,1,0,0,0,1,1,455,0,,0,,112,116,0,0,0,0,228,0,,0,0,0,0,0,0,0,0,228,0,228,0,228,27,0,0,27,4,0,0,0,,
2015,121,Tacoma School District,Whittier,483,1,27,27,1,0,0,0,1,1,0,0,0,1,1,529,0,,0,,112,115,0,4,0,0,227,0,,0,0,0,0,4,0,0,0,231,0,231,0,231,27,0,0,27,2,0,0,0,,
2015,121,Tacoma School District,Wilson,1269,1,48,48,1,0,0,0,1,1,0,0,0,1,5,1257,0,,0,,124,124,0,1,0,0,248,0,,0,0,0,0,1,0,0,0,249,0,249,0,249,48,0,0,58,20,0,2,70,,
2015,113,Taholah School District,Taholah Elementary & Middle School,186,0,12,12,0,0,0,0,0,1,0,0,0,1,0,0,1,Middle School iPads,0,80 iPods,97,40,0,57,0,20,20,0,,0,0,0,0,57,0,97,0,194,0,194,0,194,11,2,1,6,9,0,0,0,,
2015,121,Tahoma School District,Cedar River Middle School,638,0,30,30,1,0,0,0,1,1,0,0,0,1,7,646,0,,0,36 iPod Touches,554,37,36,8,0,0,260,0,,0,0,0,0,8,0,367,44,591,44,591,0,635,41,0,0,37,10,0,9,0,,
2015,121,Tahoma School District,Glacier Park Elementary,973,0,42,42,1,0,0,0,1,1,0,0,0,1,5,316,0,,0,,507,15,36,70,0,0,558,0,,0,0,0,0,70,0,0,165,463,165,463,0,628,44,0,0,45,38,0,4,0,,
2015,121,Tahoma School District,Lake Wilderness Elementary,1047,0,57,57,1,0,0,0,1,1,0,0,0,1,5,357,0,,0,,536,20,93,73,0,0,649,0,,0,0,0,0,73,0,0,166,556,166,556,0,722,12,0,0,56,49,0,0,1,,
2015,121,Tahoma School District,Rock Creek Elementary,943,0,38,38,1,0,0,0,1,1,0,0,0,1,7,300,0,,0,,459,24,134,94,0,0,617,0,,0,0,0,0,94,0,0,228,483,228,483,0,711,22,0,0,47,40,0,2,0,,
2015,121,Tahoma School District,Russell Ridge Center,103,0,5,5,1,0,0,0,1,1,0,0,0,1,0,21,0,,0,,48,4,0,3,0,0,52,0,,0,0,0,0,3,0,0,3,52,3,52,0,55,4,0,0,3,1,0,0,0,,
2015,121,Tahoma School District,Shadow Lake Elementary,612,0,41,41,1,0,0,0,1,1,0,0,0,1,4,216,0,,0,,355,11,94,56,0,0,460,0,,0,0,0,0,56,0,0,150,366,150,366,0,516,18,0,0,32,26,0,1,0,,
2015,121,Tahoma School District,Tahoma Jr High,1238,1,53,53,1,0,0,0,1,1,0,0,0,1,5,1220,0,,0,,807,131,16,42,0,0,406,0,,0,0,0,0,42,0,548,58,938,58,938,0,996,42,0,0,47,15,0,11,1,,
2015,121,Tahoma School District,Tahoma Middle School,609,0,33,33,1,0,0,0,1,1,0,0,0,1,5,611,0,"9 mobile labs, 2 stationary labs",0,2 iPod Touches,563,47,0,15,0,0,211,0,,0,0,0,0,15,399,0,15,610,15,610,0,625,34,0,0,29,13,3,12,0,,
2015,121,Tahoma School District,Tahoma Senior High School,1821,0,84,84,1,0,0,0,1,1,0,0,0,1,3,1615,0,Global Academy - 81 laptops,0,,1150,245,378,96,0,0,1033,10,,0,0,0,60,85,0,681,474,1395,474,1395,0,1869,83,0,18,80,25,0,10,2,,
2015,101,Tekoa School District,Tekoa Elementary School,102,1,11,11,1,0,1,0,0,1,0,0,1,0,0,0,0,,0,,0,38,0,25,0,0,38,0,,0,0,0,0,25,0,0,0,63,25,38,0,63,8,0,0,7,3,0,0,1,,
2015,101,Tekoa School District,Tekoa High School,89,1,10,10,1,0,1,0,0,1,0,0,1,0,1,19,0,,0,,11,52,40,0,0,0,101,0,,0,0,0,0,0,0,2,0,103,0,103,0,103,9,0,0,8,1,0,0,0,,
2015,113,Tenino School District,Parkside Elementary,281,0,17,17,1,0,1,0,0,1,0,0,1,0,0,0,0,,0,"(200)Neo2's - wireless to their own receiver - they have a built in student response system as well as access to much more - NO internet, we also have (16) iPads",0,77,8,92,0,8,0,0,,0,0,35,42,92,0,0,8,169,0,177,35,142,16,0,0,13,0,0,0,3,,
2015,113,Tenino School District,Tenino Elementary School,300,0,19,19,1,0,1,0,0,1,0,0,1,0,0,0,0,,0,,12,109,0,30,0,0,0,0,,0,0,64,57,30,0,0,0,151,0,151,64,87,18,0,0,15,0,0,0,0,,
2015,113,Tenino School District,Tenino High School,358,0,21,21,1,0,1,0,0,1,0,0,0,1,2,0,0,,0,,64,94,0,22,81,0,155,0,,81,0,0,0,22,0,3,0,261,0,261,0,261,20,0,0,13,0,0,0,0,,
2015,113,Tenino School District,Tenino Middle School,267,0,17,17,1,0,1,0,0,1,0,0,0,1,0,0,0,,0,,23,97,0,19,66,0,120,0,,66,0,0,0,19,0,0,0,205,0,205,0,205,17,0,0,12,3,1,1,0,,
2015,105,Thorp School District,Thorp Elem & Jr Sr High,81,0,15,15,0,0,0,0,0,1,0,0,0,1,,36,1,All students grade 2 - 12 have their own iPads.  Students in grades K & 1 have several iPads but not 1 to 1.,0,,0,45,0,108,0,3,42,0,,0,0,0,0,108,0,0,0,153,0,153,0,153,15,15,0,15,0,108,0,1,,
2015,113,Toledo School District,Cowlitz Prairie Academy,38,0,1,1,1,0,1,0,0,1,0,0,0,1,0,20,0,,0,,0,9,0,0,0,0,9,0,,0,0,0,0,0,0,0,0,9,0,9,0,9,1,0,0,0,0,0,0,0,,
2015,113,Toledo School District,Toledo Elementary School,278,1,26,26,1,0,1,0,0,1,0,0,0,1,5,0,0,,0,,0,30,0,0,0,0,30,0,,0,0,0,0,0,0,0,0,30,0,30,0,30,15,0,0,15,0,0,0,1,,
2015,113,Toledo School District,Toledo High School,258,1,21,21,1,0,1,0,0,1,0,0,0,1,4,276,0,,0,,0,72,0,0,0,13,26,0,,0,28,0,5,0,0,0,0,72,0,72,0,72,13,0,0,7,0,0,0,0,,
2015,113,Toledo School District,Toledo Middle School,158,1,15,15,1,0,1,0,0,1,0,0,0,1,0,167,0,,0,,20,56,0,0,0,0,56,20,,0,0,0,0,0,0,0,0,76,0,76,0,76,16,0,0,10,0,20,2,0,,
2015,171,Tonasket School District,Tonasket Elementary School,532,1,35,35,1,0,0,1,0,1,0,0,0,1,0,451,1,We have a Kindergarten class with 1 to 1 with ipads,0,Chromebooks  Macbook Airs,84,87,0,124,0,0,0,0,,0,0,0,138,124,0,33,0,295,0,295,0,295,37,1,0,27,15,2,1,1,,
2015,171,Tonasket School District,Tonasket High School,311,0,24,24,1,0,0,1,0,1,0,0,0,1,2,307,1,High School Science class as 1 to 1 for that classroom,0,"Chromebooks, iPads, Macbook Airs",95,148,0,34,0,0,0,0,,0,0,0,193,34,0,50,0,277,0,277,0,277,19,0,1,17,3,0,0,0,,
2015,171,Tonasket School District,Tonasket Middle School,244,0,14,14,1,0,0,1,0,1,0,0,0,1,0,257,0,,0,"Chromebooks, iPads, Macbook Airs",107,96,0,36,0,0,0,0,,0,0,0,111,36,0,92,0,239,0,239,0,239,16,0,0,12,4,0,0,0,,
2015,105,Toppenish School District,Eagle High School,160,0,8,8,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,,27,49,0,0,14,0,90,0,,0,0,0,0,0,0,0,0,90,0,90,0,90,8,0,0,8,5,4,2,0,,
2015,105,Toppenish School District,Garfield Elementary School,402,1,24,24,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,,24,0,30,80,94,0,118,0,,0,0,0,0,80,30,0,0,228,0,228,0,228,24,0,0,24,14,80,2,0,,
2015,105,Toppenish School District,Kirkwood Elementary School,696,1,32,32,1,0,0,0,1,1,0,0,1,0,2,0,0,,0,,58,44,60,170,14,0,116,0,,0,0,0,0,170,60,0,0,346,0,346,0,346,32,0,0,32,28,170,3,1,,
2015,105,Toppenish School District,Lincoln Elementary School,402,1,23,23,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,,40,34,30,80,30,0,104,0,,0,0,0,0,80,30,0,0,214,0,214,0,214,23,0,0,23,8,80,1,0,,
2015,105,Toppenish School District,Toppenish High School,899,1,41,41,1,0,0,0,1,1,0,0,0,1,3,0,0,,0,,23,389,557,35,176,0,588,0,,0,0,0,0,35,557,0,0,1180,0,1180,0,1180,41,5,0,41,10,35,3,0,,
2015,105,Toppenish School District,Toppenish Middle School,855,1,37,37,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,,120,443,0,38,4,0,567,0,,0,0,0,0,38,0,0,0,605,0,605,0,605,35,0,0,35,12,38,3,1,,
2015,105,Toppenish School District,Toppenish Pre School,0,0,4,4,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,,4,20,0,5,0,0,24,0,,0,0,0,0,5,0,0,0,29,0,29,0,29,4,0,0,4,1,5,0,0,,
2015,105,Toppenish School District,Valley View Elementary,378,1,22,22,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,,29,7,30,80,44,0,80,0,,0,0,0,0,80,30,0,0,190,0,190,0,190,22,0,0,22,19,80,3,1,,
2015,123,Touchet School District,Touchet Elem & High School,234,0,25,25,1,0,0,1,0,1,0,0,1,0,3,25,1,shared iPad workstation with 5th and 6th grade.,0,,15,150,0,25,0,0,120,45,,0,0,0,0,0,25,0,0,190,25,165,25,165,20,0,0,10,15,25,2,15,,
2015,112,Toutle Lake School District,Toutle Lake Elementary,309,1,18,18,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,Kindle Fire,0,27,0,0,0,0,0,0,,0,0,0,27,0,0,0,0,27,0,27,0,27,27,0,0,15,15,0,0,0,,
2015,112,Toutle Lake School District,Toutle Lake High School,302,1,18,18,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,0,70,0,0,0,0,4,0,,0,0,0,66,0,0,0,0,70,0,70,0,70,1,0,0,14,14,0,0,3,,
2015,112,Trout Lake School District,Trout Lake Elementary,219,0,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,36,24,0,0,0,0,44,16,,0,0,0,0,0,0,0,0,60,0,60,0,60,2,0,0,2,1,0,0,0,,
2015,121,Tukwila School District,Cascade View Elementary,487,1,26,26,1,0,0,0,1,1,0,0,0,1,1,0,1,grades 3-5 are 1:1,0,,330,53,14,39,0,0,67,0,,0,0,0,0,14,25,330,0,436,25,411,0,436,5,1,0,26,26,0,0,26,,
2015,121,Tukwila School District,Foster Senior High School,923,1,42,42,1,0,0,0,1,1,0,0,0,1,1,889,0,,0,,609,142,0,4,0,0,308,0,,0,0,0,0,4,0,443,0,755,0,755,0,755,5,0,0,40,41,0,0,41,,
2015,121,Tukwila School District,Showalter Middle School,688,1,34,34,1,0,0,0,1,1,0,0,0,1,1,684,1,All students have a device (asus c200 chromebook) that they use all day.,0,,792,66,14,90,0,0,162,0,,0,0,0,0,40,50,710,0,962,50,912,0,962,5,1,0,34,34,0,0,34,,
2015,121,Tukwila School District,Thorndyke Elementary,413,1,29,29,1,0,0,0,1,1,0,0,0,1,0,0,1,grades 3-5 are 1:1,0,,283,40,0,47,0,0,55,0,,0,0,0,0,17,30,268,0,370,30,340,0,370,5,0,0,29,29,0,0,29,,
2015,121,Tukwila School District,Tukwila Elementary,548,1,32,32,1,0,0,0,1,1,0,0,0,1,0,0,1,grades 2-5 are 1:1,0,,473,12,0,38,0,0,58,0,,0,0,0,0,13,25,427,0,523,25,498,0,523,5,0,0,32,32,0,0,32,,
2015,113,Tumwater School District,A G West Black Hills High School,879,1,65,65,1,0,0,0,1,1,0,0,0,1,0,851,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,0,300,0,0,196,60,240,0,,0,0,0,0,0,0,196,0,496,0,496,0,496,57,0,0,30,4,48,0,0,,
2015,113,Tumwater School District,Black Lake Elementary,496,1,26,26,1,0,0,0,1,1,0,0,0,1,0,516,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,0,147,0,0,120,82,65,0,,0,0,0,0,0,0,120,0,267,0,267,0,267,27,0,0,24,0,50,0,0,,
2015,113,Tumwater School District,East Olympia Elementary,462,1,29,29,1,0,0,0,1,1,0,0,0,1,0,506,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,0,120,0,0,90,30,90,0,,0,0,0,0,0,0,90,0,210,0,210,0,210,27,0,0,23,0,60,0,0,,
2015,113,Tumwater School District,George Washington Bush Middle Sch,541,1,34,34,1,0,0,0,1,1,0,0,0,1,0,523,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,0,150,0,0,137,40,110,0,,0,0,0,0,0,0,137,0,287,0,287,0,287,34,0,0,24,0,48,0,1,,
2015,113,Tumwater School District,Littlerock Elementary School,335,1,26,26,1,0,0,0,1,1,0,0,0,1,0,328,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,0,128,0,0,60,61,67,0,,0,0,0,0,0,0,60,0,188,0,188,0,188,24,0,0,24,0,38,0,0,,
2015,112,Vancouver School District,Columbia River High,1269,1,56,56,1,0,0,1,0,1,0,0,0,1,1,478,1,9th Grade Academy iPads,1,,18,486,0,59,0,341,98,0,,0,0,0,65,59,0,0,0,563,2,561,0,563,61,0,0,62,25,5,0,0,,
2015,113,Tumwater School District,Michael T Simmons Elementary,613,1,28,28,1,0,0,0,1,1,0,0,0,1,0,634,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,0,162,0,0,120,106,56,0,,0,0,0,0,0,0,120,0,282,0,282,0,282,35,1,0,33,0,98,0,0,,
2015,112,Vancouver School District,Fir Grove Childrens Center,67,0,9,9,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,0,43,0,46,0,0,43,0,,0,0,0,0,46,0,0,0,89,0,89,0,89,10,0,0,11,5,10,2,2,,
2015,113,Tumwater School District,Peter G Schmidt Elementary,527,1,27,27,1,0,0,0,1,1,0,0,0,1,0,603,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,0,135,0,0,120,75,60,0,,0,0,0,0,0,0,120,0,255,0,255,0,255,33,2,0,31,0,72,0,0,,
2015,113,Tumwater School District,Secondary Options,102,1,3,3,1,0,0,0,1,1,0,0,0,1,0,102,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,0,18,0,0,15,0,18,0,,0,0,0,0,0,0,15,0,33,0,33,0,33,3,0,0,2,0,4,0,0,,
2015,113,Tumwater School District,Tumwater High School,1185,1,61,61,1,0,0,0,1,1,0,0,0,1,0,1140,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,30,210,0,0,236,90,150,0,,0,0,0,0,0,0,236,0,476,0,476,0,476,62,0,0,37,3,70,0,0,,
2015,113,Tumwater School District,Tumwater Hill Elementary,459,1,26,26,1,0,0,0,1,1,0,0,0,1,0,461,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,0,107,0,0,90,45,62,0,,0,0,0,0,0,0,90,0,197,0,197,0,197,30,0,0,26,0,41,0,0,,
2015,113,Tumwater School District,Tumwater Middle School,456,1,30,30,1,0,0,0,1,1,0,0,0,1,0,458,0,,0,Numbers below are best effort guess as I do not track if a device is instructional in inventory only that it is at a school.,0,156,0,0,90,52,104,0,,0,0,0,0,0,0,90,0,246,0,246,0,246,27,0,0,23,0,32,0,0,,
2015,105,Union Gap School District,Union Gap School,611,0,40,40,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,iPads,0,157,0,62,0,0,157,0,,0,0,0,0,62,0,0,0,219,0,219,0,219,40,1,0,40,2,6,12,40,,
2015,121,University Place School District,Chambers Elementary,409,0,27,27,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,0,51,0,70,0,12,26,64,,0,0,13,0,6,0,0,0,121,6,115,13,108,29,0,0,29,25,0,2,0,,
2015,121,University Place School District,Curtis Junior High,1003,0,46,46,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,4,178,0,67,0,115,60,64,,0,0,7,0,3,0,0,0,249,3,246,15,234,47,0,0,47,47,1,2,0,,
2015,121,University Place School District,Curtis Senior High,1445,0,64,64,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,66,366,0,74,0,150,280,65,,0,0,2,0,9,0,0,0,506,10,496,45,461,80,0,0,68,51,0,7,0,,
2015,121,University Place School District,Drum Intermediate,603,0,36,36,1,0,0,1,0,1,0,0,0,1,2,0,0,,0,,13,73,0,70,0,30,29,64,,0,0,27,0,6,0,0,0,156,6,150,0,156,36,0,0,38,34,0,3,0,,
2015,121,University Place School District,Evergreen Primary,486,0,28,28,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,0,57,0,66,0,5,33,64,,0,0,19,0,2,0,0,0,123,2,121,0,123,30,0,0,28,24,0,2,24,,
2015,121,University Place School District,Narrows View Intermediate,681,0,36,36,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,19,76,0,73,0,38,31,72,,0,0,26,0,1,0,0,0,168,1,167,0,168,37,0,0,37,32,0,2,0,,
2015,121,University Place School District,Sunset Primary,433,0,25,25,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,0,92,0,66,0,5,37,64,,0,0,50,0,2,0,0,0,158,2,156,0,158,25,0,0,25,23,0,2,0,,
2015,121,University Place School District,University Place Primary,515,0,29,29,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,60,54,0,66,0,71,0,64,,0,0,43,0,2,0,0,0,180,2,178,0,180,31,0,0,34,29,0,2,25,,
2015,101,Valley School District,Paideia High School,29,0,9,9,1,0,1,0,0,1,0,0,0,1,0,36,1,one-to-one laptops for all students,0,,0,0,55,0,0,0,55,0,,0,0,0,0,0,0,0,4,51,0,55,0,55,7,0,0,0,7,0,0,0,,
2015,101,Valley School District,Valley School,193,1,18,18,1,0,1,0,0,1,0,0,0,1,2,148,0,,0,,0,44,30,37,56,0,130,0,,0,0,0,0,37,0,0,0,167,0,167,0,167,16,0,0,16,13,1,1,1,,
2015,112,Vancouver School District,Alki Middle School,734,1,42,42,1,0,0,1,0,1,0,0,0,1,0,721,1,One-to-one iPads,1,,0,341,0,771,0,184,156,0,,0,0,0,0,772,0,0,0,1112,771,341,185,927,19,0,0,39,39,5,0,0,,
2015,112,Vancouver School District,Benjamin Franklin Elementary,391,1,13,13,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,0,100,0,0,0,31,68,0,,0,0,1,0,0,0,0,1,99,1,99,32,68,5,0,0,23,21,9,0,9,,
2015,112,Vancouver School District,Chinook Elementary School,724,1,42,42,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,0,273,0,0,0,210,62,0,,0,0,0,0,1,0,0,0,273,0,273,211,62,34,0,0,36,34,10,0,15,,
2015,112,Vancouver School District,Discovery Middle School,692,1,36,36,1,0,0,1,0,1,0,0,0,1,2,671,1,One-to-one iPads,1,,0,303,0,714,0,133,170,0,,0,0,0,0,714,0,0,0,1017,714,303,133,884,23,0,0,38,37,13,1,0,,
2015,112,Vancouver School District,Dwight D Eisenhower Elementary,568,1,27,27,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,0,221,0,0,0,153,68,0,,0,0,0,0,0,0,0,0,221,0,221,153,68,31,0,0,46,28,12,2,11,,
2015,112,Vancouver School District,Early Childhood Education Center,1,0,6,6,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,0,12,0,0,0,12,0,0,,0,0,0,0,0,0,0,0,12,0,12,12,0,6,0,0,6,0,0,0,0,,
2015,112,Vancouver School District,Felida Elementary School,647,1,35,35,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,0,184,0,0,0,115,69,0,,0,0,0,0,0,0,0,0,184,0,184,115,69,29,0,0,33,32,17,0,13,,
2015,112,Vancouver School District,Fort Vancouver High School,1497,1,72,72,1,0,0,1,0,1,0,0,0,1,2,915,1,"iPods in Math Lab Class for Grades 9, 10, 11, and 12",0,,74,642,0,0,0,358,267,0,,0,0,0,91,0,0,0,0,716,0,716,358,358,56,0,0,74,60,10,3,0,,
2015,112,Vancouver School District,Fruit Valley Elementary School,244,1,17,17,1,0,0,1,0,1,0,0,0,1,0,0,1,G1 iPods,0,,0,104,0,0,0,44,60,0,,0,0,0,0,0,0,0,0,104,0,104,44,60,17,0,0,17,18,13,5,7,,
